 Id;Name;BuildId;Duration;CalcPrio;LastRun;NumRan;NumErrors;Verdict;Cycle;LastResults
1188;4;116;0.084;0;2014-04-18 19:06:31;3;0;0;72;[]
1185;1;116;129.467;0;2014-04-18 19:06:31;5;0;0;72;[]
1189;8;116;1.33;0;2014-04-18 19:06:31;2;1;1;72;[]
1187;3;116;0.001;0;2014-04-18 19:06:31;1;0;0;72;[]
1186;2;116;11.236;0;2014-04-18 19:06:31;1;0;0;72;[]
1195;1;117;201.508;0;2014-04-18 19:11:42;5;0;0;72;[]
1196;2;117;21.36;0;2014-04-18 19:11:42;1;0;0;72;[]
1197;3;117;0.005;0;2014-04-18 19:11:42;1;0;0;72;[]
1198;4;117;0.121;0;2014-04-18 19:11:42;3;0;0;72;[]
1199;8;117;4.082;0;2014-04-18 19:11:42;2;1;1;72;[]
1200;9;117;0.093;0;2014-04-18 19:11:42;1;0;0;72;[]
1201;11;117;0.001;0;2014-04-18 19:11:42;1;0;0;72;[]
1202;16;117;0.017;0;2014-04-18 19:11:42;1;0;0;72;[]
1203;17;117;0;0;2014-04-18 19:11:42;1;0;0;72;[]
1204;18;117;0.024;0;2014-04-18 19:11:42;2;0;0;72;[]
1214;18;118;0.019;0;2014-04-18 19:12:34;2;0;0;72;[]
1213;17;118;0;0;2014-04-18 19:12:34;1;0;0;72;[]
1212;16;118;0.016;0;2014-04-18 19:12:34;1;0;0;72;[]
1211;11;118;0;0;2014-04-18 19:12:34;1;0;0;72;[]
1210;9;118;0.086;0;2014-04-18 19:12:34;1;0;0;72;[]
1208;4;118;0.111;0;2014-04-18 19:12:34;3;0;0;72;[]
1205;1;118;196.61;0;2014-04-18 19:12:34;5;0;0;72;[]
1209;8;118;3.575;0;2014-04-18 19:12:34;2;1;1;72;[]
1207;3;118;0.002;0;2014-04-18 19:12:34;1;0;0;72;[]
1206;2;118;12.778;0;2014-04-18 19:12:34;1;0;0;72;[]
1215;1;119;133.421;0;2014-04-18 19:29:14;5;0;0;72;[]
1216;2;119;13.33;0;2014-04-18 19:29:14;1;0;0;72;[]
1217;3;119;0.001;0;2014-04-18 19:29:14;1;0;0;72;[]
1218;4;119;0.181;0;2014-04-18 19:29:14;3;0;0;72;[]
1220;9;119;0.037;0;2014-04-18 19:29:14;1;0;0;72;[]
1221;11;119;0.005;0;2014-04-18 19:29:14;1;0;0;72;[]
1222;16;119;0.017;0;2014-04-18 19:29:14;1;0;0;72;[]
1223;17;119;0;0;2014-04-18 19:29:14;1;0;0;72;[]
1224;18;119;0.007;0;2014-04-18 19:29:14;2;0;0;72;[]
1219;8;119;44.288;0;2014-04-18 19:29:14;2;1;1;72;[]
1234;18;120;0.001;0;2014-04-18 19:35:34;2;0;0;72;[]
1231;11;120;0.001;0;2014-04-18 19:35:34;1;0;0;72;[]
1233;17;120;0.577;0;2014-04-18 19:35:34;1;0;0;72;[]
1232;16;120;0.005;0;2014-04-18 19:35:34;1;0;0;72;[]
1230;9;120;0.03;0;2014-04-18 19:35:34;1;0;0;72;[]
1228;4;120;0.085;0;2014-04-18 19:35:34;3;0;0;72;[]
1225;1;120;155.477;0;2014-04-18 19:35:34;5;0;0;72;[]
1229;8;120;55.044;0;2014-04-18 19:35:34;2;1;1;72;[]
1227;3;120;0.001;0;2014-04-18 19:35:34;1;0;0;72;[]
1226;2;120;16.275;0;2014-04-18 19:35:34;1;0;0;72;[]
1235;1;121;21.91;0;2014-04-18 20:41:10;5;3;1;73;[]
1236;2;121;19.581;0;2014-04-18 20:41:10;1;0;0;73;[]
1237;3;121;0;0;2014-04-18 20:41:10;1;0;0;73;[]
1238;4;121;0.021;0;2014-04-18 20:41:10;3;0;0;73;[]
1240;9;121;0.029;0;2014-04-18 20:41:10;1;0;0;73;[]
1241;11;121;0.001;0;2014-04-18 20:41:10;1;0;0;73;[]
1242;16;121;0.004;0;2014-04-18 20:41:10;1;0;0;73;[]
1243;17;121;0;0;2014-04-18 20:41:10;1;0;0;73;[]
1244;18;121;0.004;0;2014-04-18 20:41:10;2;0;0;73;[]
1239;8;121;0.588;0;2014-04-18 20:41:10;2;1;1;73;[]
1254;18;122;0.002;0;2014-04-18 21:20:59;2;0;0;74;[]
1251;11;122;0;0;2014-04-18 21:20:59;1;0;0;74;[]
1253;17;122;0;0;2014-04-18 21:20:59;1;0;0;74;[]
1252;16;122;0;0;2014-04-18 21:20:59;1;0;0;74;[]
1250;9;122;0.971;0;2014-04-18 21:20:59;1;0;0;74;[]
1248;4;122;0.201;0;2014-04-18 21:20:59;3;0;0;74;[]
1247;3;122;0.001;0;2014-04-18 21:20:59;1;0;0;74;[]
1246;2;122;11.966;0;2014-04-18 21:20:59;1;1;1;74;[]
1245;1;122;63.227;0;2014-04-18 21:20:59;5;4;1;74;[]
1249;8;122;1,431.647;0;2014-04-18 21:20:59;2;0;0;74;[]
1265;20;123;0.094;0;2014-04-29 22:31:51;3;0;0;75;[]
1264;19;123;167.359;0;2014-04-29 22:31:51;1;0;0;75;[]
1263;18;123;0.033;0;2014-04-29 22:31:51;2;0;0;75;[]
1262;17;123;0;0;2014-04-29 22:31:51;1;0;0;75;[]
1261;16;123;0.02;0;2014-04-29 22:31:51;1;0;0;75;[]
1260;11;123;0.008;0;2014-04-29 22:31:51;1;0;0;75;[]
1258;4;123;1.495;0;2014-04-29 22:31:51;3;0;0;75;[]
1257;3;123;0.041;0;2014-04-29 22:31:51;1;0;0;75;[]
1256;2;123;6.619;0;2014-04-29 22:31:51;1;0;0;75;[]
1255;1;123;62.774;0;2014-04-29 22:31:51;4;2;1;75;[]
1259;8;123;1,379.6;0;2014-04-29 22:31:51;2;0;0;75;[]
1273;17;124;4.674;0;2014-04-30 05:54:57;1;0;0;76;[]
1276;20;124;0.12;0;2014-04-30 05:54:57;3;0;0;76;[]
1275;19;124;167.858;0;2014-04-30 05:54:57;1;0;0;76;[]
1274;18;124;0;0;2014-04-30 05:54:57;2;0;0;76;[]
1272;16;124;0.018;0;2014-04-30 05:54:57;1;0;0;76;[]
1269;4;124;0.041;0;2014-04-30 05:54:57;3;0;0;76;[]
1270;8;124;1,328.85;0;2014-04-30 05:54:57;2;0;0;76;[]
1271;11;124;0;0;2014-04-30 05:54:57;1;0;0;76;[]
1268;3;124;0;0;2014-04-30 05:54:57;1;0;0;76;[]
1267;2;124;5.492;0;2014-04-30 05:54:57;1;0;0;76;[]
1266;1;124;41.112;0;2014-04-30 05:54:57;4;2;1;76;[]
1287;20;125;0.001;0;2014-04-30 05:58:20;3;0;0;76;[]
1286;19;125;158.789;0;2014-04-30 05:58:20;1;0;0;76;[]
1285;18;125;0.018;0;2014-04-30 05:58:20;2;0;0;76;[]
1284;17;125;0.493;0;2014-04-30 05:58:20;1;0;0;76;[]
1283;16;125;0.082;0;2014-04-30 05:58:20;1;0;0;76;[]
1282;11;125;0;0;2014-04-30 05:58:20;1;0;0;76;[]
1281;8;125;1,335.285;0;2014-04-30 05:58:20;2;0;0;76;[]
1280;4;125;0.393;0;2014-04-30 05:58:20;3;0;0;76;[]
1279;3;125;0.023;0;2014-04-30 05:58:20;1;0;0;76;[]
1278;2;125;5.19;0;2014-04-30 05:58:20;1;0;0;76;[]
1277;1;125;39.189;0;2014-04-30 05:58:20;4;2;1;76;[]
1298;20;126;0.056;0;2014-04-30 15:30:34;3;0;0;77;[]
1297;19;126;186.417;0;2014-04-30 15:30:34;1;0;0;77;[]
1296;18;126;0.01;0;2014-04-30 15:30:34;2;0;0;77;[]
1295;17;126;0.001;0;2014-04-30 15:30:34;1;0;0;77;[]
1294;16;126;0.324;0;2014-04-30 15:30:34;1;0;0;77;[]
1293;11;126;0.935;0;2014-04-30 15:30:34;1;0;0;77;[]
1292;8;126;1,403.183;0;2014-04-30 15:30:34;2;0;0;77;[]
1291;4;126;0.564;0;2014-04-30 15:30:34;3;0;0;77;[]
1290;3;126;0.103;0;2014-04-30 15:30:34;1;0;0;77;[]
1289;2;126;5.11;0;2014-04-30 15:30:34;1;0;0;77;[]
1288;1;126;54.178;0;2014-04-30 15:30:34;4;2;1;77;[]
1309;20;127;0.003;0;2014-04-30 16:22:06;3;0;0;78;[]
1308;19;127;192.647;0;2014-04-30 16:22:06;1;0;0;78;[]
1307;18;127;0;0;2014-04-30 16:22:06;2;0;0;78;[]
1306;17;127;0;0;2014-04-30 16:22:06;1;0;0;78;[]
1305;16;127;0.012;0;2014-04-30 16:22:06;1;0;0;78;[]
1304;11;127;0.001;0;2014-04-30 16:22:06;1;0;0;78;[]
1303;8;127;1,432.934;0;2014-04-30 16:22:06;2;0;0;78;[]
1302;4;127;0.097;0;2014-04-30 16:22:06;3;0;0;78;[]
1301;3;127;0;0;2014-04-30 16:22:06;1;0;0;78;[]
1300;2;127;6.391;0;2014-04-30 16:22:06;1;0;0;78;[]
1299;1;127;66.558;0;2014-04-30 16:22:06;4;2;1;78;[]
1321;21;128;0;0;2014-05-08 05:19:05;1;0;0;79;[]
1320;20;128;0.053;0;2014-05-08 05:19:05;3;0;0;79;[]
1319;19;128;0.294;0;2014-05-08 05:19:05;1;1;1;79;[]
1318;18;128;0.006;0;2014-05-08 05:19:05;2;0;0;79;[]
1317;17;128;0.022;0;2014-05-08 05:19:05;1;0;0;79;[]
1316;16;128;0.01;0;2014-05-08 05:19:05;1;0;0;79;[]
1311;2;128;5.744;0;2014-05-08 05:19:05;1;0;0;79;[]
1314;8;128;2,148.163;0;2014-05-08 05:19:05;2;0;0;79;[]
1313;4;128;0.042;0;2014-05-08 05:19:05;3;0;0;79;[]
1312;3;128;0.001;0;2014-05-08 05:19:05;1;0;0;79;[]
1315;11;128;0;0;2014-05-08 05:19:05;1;0;0;79;[]
1310;1;128;403.947;0;2014-05-08 05:19:05;4;0;0;79;[]
1333;21;129;0;0;2014-05-08 16:44:39;1;0;0;80;[]
1332;20;129;0.005;0;2014-05-08 16:44:39;3;0;0;80;[]
1331;19;129;0.331;0;2014-05-08 16:44:39;1;1;1;80;[]
1330;18;129;0.057;0;2014-05-08 16:44:39;2;0;0;80;[]
1329;17;129;0;0;2014-05-08 16:44:39;1;0;0;80;[]
1328;16;129;0.012;0;2014-05-08 16:44:39;1;0;0;80;[]
1326;8;129;16.628;0;2014-05-08 16:44:39;2;2;1;80;[]
1325;4;129;2.269;0;2014-05-08 16:44:39;3;0;0;80;[]
1324;3;129;0.008;0;2014-05-08 16:44:39;1;0;0;80;[]
1323;2;129;1.317;0;2014-05-08 16:44:39;1;1;1;80;[]
1322;1;129;37.884;0;2014-05-08 16:44:39;4;4;1;80;[]
1327;11;129;0.005;0;2014-05-08 16:44:39;1;0;0;80;[]
1341;17;130;0.7;0;2014-05-08 18:44:34;1;0;0;81;[]
1345;21;130;0.001;0;2014-05-08 18:44:34;1;0;0;81;[]
1344;20;130;0.126;0;2014-05-08 18:44:34;3;0;0;81;[]
1343;19;130;1.74;0;2014-05-08 18:44:34;1;1;1;81;[]
1342;18;130;0.001;0;2014-05-08 18:44:34;2;0;0;81;[]
1340;16;130;0.013;0;2014-05-08 18:44:34;1;0;0;81;[]
1334;1;130;32.323;0;2014-05-08 18:44:34;4;4;1;81;[]
1338;8;130;17.203;0;2014-05-08 18:44:34;2;2;1;81;[]
1337;4;130;0.106;0;2014-05-08 18:44:34;3;0;0;81;[]
1336;3;130;0.001;0;2014-05-08 18:44:34;1;0;0;81;[]
1335;2;130;1.408;0;2014-05-08 18:44:34;1;1;1;81;[]
1339;11;130;0.007;0;2014-05-08 18:44:34;1;0;0;81;[]
1353;17;131;7.501;0;2014-05-08 19:25:21;1;0;0;82;[]
1357;21;131;0;0;2014-05-08 19:25:21;1;0;0;82;[]
1356;20;131;0.006;0;2014-05-08 19:25:21;3;0;0;82;[]
1355;19;131;0.288;0;2014-05-08 19:25:21;1;1;1;82;[]
1354;18;131;0;0;2014-05-08 19:25:21;2;0;0;82;[]
1352;16;131;0.016;0;2014-05-08 19:25:21;1;0;0;82;[]
1349;4;131;0.169;0;2014-05-08 19:25:21;3;0;0;82;[]
1350;8;131;22.835;0;2014-05-08 19:25:21;2;2;1;82;[]
1351;11;131;0.004;0;2014-05-08 19:25:21;1;0;0;82;[]
1348;3;131;0;0;2014-05-08 19:25:21;1;0;0;82;[]
1347;2;131;0.653;0;2014-05-08 19:25:21;1;1;1;82;[]
1346;1;131;18.588;0;2014-05-08 19:25:21;4;4;1;82;[]
1369;21;132;0;0;2014-05-08 19:35:14;1;0;0;82;[]
1368;20;132;0.004;0;2014-05-08 19:35:14;3;0;0;82;[]
1367;19;132;0.279;0;2014-05-08 19:35:14;1;1;1;82;[]
1366;18;132;0.001;0;2014-05-08 19:35:14;2;0;0;82;[]
1365;17;132;0.553;0;2014-05-08 19:35:14;1;0;0;82;[]
1364;16;132;0.011;0;2014-05-08 19:35:14;1;0;0;82;[]
1362;8;132;20.379;0;2014-05-08 19:35:14;2;2;1;82;[]
1361;4;132;0.149;0;2014-05-08 19:35:14;3;0;0;82;[]
1360;3;132;0;0;2014-05-08 19:35:14;1;0;0;82;[]
1359;2;132;0.583;0;2014-05-08 19:35:14;1;1;1;82;[]
1358;1;132;32.143;0;2014-05-08 19:35:14;4;4;1;82;[]
1363;11;132;0.003;0;2014-05-08 19:35:14;1;0;0;82;[]
1377;17;133;0;0;2014-05-08 23:05:41;1;0;0;83;[]
1381;21;133;0;0;2014-05-08 23:05:41;1;0;0;83;[]
1380;20;133;0.087;0;2014-05-08 23:05:41;3;0;0;83;[]
1379;19;133;0.236;0;2014-05-08 23:05:41;1;1;1;83;[]
1378;18;133;0.03;0;2014-05-08 23:05:41;2;0;0;83;[]
1376;16;133;0.827;0;2014-05-08 23:05:41;1;0;0;83;[]
1370;1;133;17.382;0;2014-05-08 23:05:41;4;4;1;83;[]
1374;8;133;16.978;0;2014-05-08 23:05:41;2;2;1;83;[]
1373;4;133;0.301;0;2014-05-08 23:05:41;3;0;0;83;[]
1372;3;133;0.07;0;2014-05-08 23:05:41;1;0;0;83;[]
1371;2;133;0.879;0;2014-05-08 23:05:41;1;1;1;83;[]
1375;11;133;0.005;0;2014-05-08 23:05:41;1;0;0;83;[]
1394;22;134;160.729;0;2014-05-15 05:28:12;1;0;0;84;[]
1393;21;134;0.061;0;2014-05-15 05:28:12;1;0;0;84;[]
1392;20;134;0.1;0;2014-05-15 05:28:12;3;0;0;84;[]
1391;19;134;0.031;0;2014-05-15 05:28:12;1;1;1;84;[]
1390;18;134;0.034;0;2014-05-15 05:28:12;2;0;0;84;[]
1388;16;134;0.201;0;2014-05-15 05:28:12;1;0;0;84;[]
1389;17;134;0.002;0;2014-05-15 05:28:12;1;0;0;84;[]
1386;8;134;150.285;0;2014-05-15 05:28:12;2;0;0;84;[]
1385;4;134;0.131;0;2014-05-15 05:28:12;1;0;0;84;[]
1384;3;134;0.016;0;2014-05-15 05:28:12;1;0;0;84;[]
1383;2;134;8.534;0;2014-05-15 05:28:12;1;0;0;84;[]
1382;1;134;1,714.436;0;2014-05-15 05:28:12;4;0;0;84;[]
1387;11;134;0.83;0;2014-05-15 05:28:12;1;0;0;84;[]
1406;21;135;0;0;2014-05-17 00:03:21;1;0;0;85;[]
1405;20;135;0.062;0;2014-05-17 00:03:21;3;0;0;85;[]
1404;19;135;0.013;0;2014-05-17 00:03:21;1;1;1;85;[]
1403;18;135;0.011;0;2014-05-17 00:03:21;2;0;0;85;[]
1402;17;135;0;0;2014-05-17 00:03:21;1;0;0;85;[]
1401;16;135;0.016;0;2014-05-17 00:03:21;1;0;0;85;[]
1407;22;135;110.462;0;2014-05-17 00:03:21;1;0;0;85;[]
1399;8;135;66.033;0;2014-05-17 00:03:21;2;0;0;85;[]
1398;4;135;0.077;0;2014-05-17 00:03:21;1;0;0;85;[]
1397;3;135;0.001;0;2014-05-17 00:03:21;1;0;0;85;[]
1396;2;135;5.483;0;2014-05-17 00:03:21;1;0;0;85;[]
1395;1;135;2,325.845;0;2014-05-17 00:03:21;4;0;0;85;[]
1400;11;135;0.001;0;2014-05-17 00:03:21;1;0;0;85;[]
1420;22;136;474.156;0;2014-05-20 15:25:15;1;1;1;86;[]
1419;21;136;0;0;2014-05-20 15:25:15;1;0;0;86;[]
1418;20;136;0.192;0;2014-05-20 15:25:15;3;0;0;86;[]
1417;19;136;0.153;0;2014-05-20 15:25:15;1;1;1;86;[]
1416;18;136;0.001;0;2014-05-20 15:25:15;2;0;0;86;[]
1415;17;136;0.466;0;2014-05-20 15:25:15;1;0;0;86;[]
1414;16;136;0.159;0;2014-05-20 15:25:15;1;0;0;86;[]
1412;8;136;77.304;0;2014-05-20 15:25:15;2;0;0;86;[]
1411;4;136;0.011;0;2014-05-20 15:25:15;1;0;0;86;[]
1410;3;136;0.001;0;2014-05-20 15:25:15;1;0;0;86;[]
1409;2;136;6.023;0;2014-05-20 15:25:15;1;0;0;86;[]
1408;1;136;146.561;0;2014-05-20 15:25:15;4;0;0;86;[]
1413;11;136;0.28;0;2014-05-20 15:25:15;1;0;0;86;[]
1428;17;137;0.001;0;2014-05-20 19:45:30;1;0;0;87;[]
1432;21;137;0.041;0;2014-05-20 19:45:30;1;0;0;87;[]
1431;20;137;0.06;0;2014-05-20 19:45:30;3;0;0;87;[]
1430;19;137;0.013;0;2014-05-20 19:45:30;1;1;1;87;[]
1429;18;137;0.022;0;2014-05-20 19:45:30;2;0;0;87;[]
1427;16;137;0.367;0;2014-05-20 19:45:30;1;0;0;87;[]
1433;22;137;475.916;0;2014-05-20 19:45:30;1;1;1;87;[]
1425;8;137;70.49;0;2014-05-20 19:45:30;2;0;0;87;[]
1424;4;137;0.087;0;2014-05-20 19:45:30;1;0;0;87;[]
1423;3;137;0.008;0;2014-05-20 19:45:30;1;0;0;87;[]
1422;2;137;6.432;0;2014-05-20 19:45:30;1;0;0;87;[]
1421;1;137;275.301;0;2014-05-20 19:45:30;4;0;0;87;[]
1426;11;137;1.072;0;2014-05-20 19:45:30;1;0;0;87;[]
1445;21;138;0.001;0;2014-05-21 03:59:12;1;0;0;88;[]
1444;20;138;0.037;0;2014-05-21 03:59:12;3;0;0;88;[]
1443;19;138;0.009;0;2014-05-21 03:59:12;1;1;1;88;[]
1442;18;138;0.004;0;2014-05-21 03:59:12;2;0;0;88;[]
1441;17;138;0.001;0;2014-05-21 03:59:12;1;0;0;88;[]
1440;16;138;0.01;0;2014-05-21 03:59:12;1;0;0;88;[]
1446;22;138;492.439;0;2014-05-21 03:59:12;1;1;1;88;[]
1438;8;138;115.379;0;2014-05-21 03:59:12;2;0;0;88;[]
1437;4;138;0.009;0;2014-05-21 03:59:12;1;0;0;88;[]
1436;3;138;0;0;2014-05-21 03:59:12;1;0;0;88;[]
1435;2;138;5.289;0;2014-05-21 03:59:12;1;0;0;88;[]
1434;1;138;186.289;0;2014-05-21 03:59:12;4;0;0;88;[]
1439;11;138;0;0;2014-05-21 03:59:12;1;0;0;88;[]
1459;22;139;437.759;0;2014-05-21 06:20:42;1;1;1;89;[]
1458;21;139;0;0;2014-05-21 06:20:42;1;0;0;89;[]
1457;20;139;0.048;0;2014-05-21 06:20:42;3;0;0;89;[]
1456;19;139;0.016;0;2014-05-21 06:20:42;1;1;1;89;[]
1455;18;139;0.023;0;2014-05-21 06:20:42;2;0;0;89;[]
1454;17;139;0;0;2014-05-21 06:20:42;1;0;0;89;[]
1453;16;139;0.005;0;2014-05-21 06:20:42;1;0;0;89;[]
1451;8;139;74.775;0;2014-05-21 06:20:42;2;0;0;89;[]
1450;4;139;0.038;0;2014-05-21 06:20:42;1;0;0;89;[]
1449;3;139;0.197;0;2014-05-21 06:20:42;1;0;0;89;[]
1448;2;139;7.271;0;2014-05-21 06:20:42;1;0;0;89;[]
1447;1;139;82.48;0;2014-05-21 06:20:42;4;0;0;89;[]
1452;11;139;0.013;0;2014-05-21 06:20:42;1;0;0;89;[]
1468;18;140;0.004;0;2014-05-22 01:58:17;2;0;0;90;[]
1472;22;140;543.158;0;2014-05-22 01:58:17;1;1;1;90;[]
1471;21;140;0;0;2014-05-22 01:58:17;1;0;0;90;[]
1470;20;140;0.03;0;2014-05-22 01:58:17;3;0;0;90;[]
1469;19;140;0.012;0;2014-05-22 01:58:17;1;1;1;90;[]
1467;17;140;0;0;2014-05-22 01:58:17;1;0;0;90;[]
1466;16;140;0.011;0;2014-05-22 01:58:17;1;0;0;90;[]
1465;11;140;0;0;2014-05-22 01:58:17;1;0;0;90;[]
1464;8;140;122.161;0;2014-05-22 01:58:17;2;0;0;90;[]
1463;4;140;0.009;0;2014-05-22 01:58:17;1;0;0;90;[]
1462;3;140;0.001;0;2014-05-22 01:58:17;1;0;0;90;[]
1461;2;140;6.711;0;2014-05-22 01:58:17;1;0;0;90;[]
1460;1;140;201.642;0;2014-05-22 01:58:17;4;0;0;90;[]
1484;21;141;0.636;0;2014-05-23 05:22:39;1;0;0;91;[]
1483;20;141;0.062;0;2014-05-23 05:22:39;3;0;0;91;[]
1482;19;141;0.006;0;2014-05-23 05:22:39;1;1;1;91;[]
1481;18;141;0.006;0;2014-05-23 05:22:39;2;0;0;91;[]
1480;17;141;0;0;2014-05-23 05:22:39;1;0;0;91;[]
1479;16;141;0.016;0;2014-05-23 05:22:39;1;0;0;91;[]
1485;22;141;355.272;0;2014-05-23 05:22:39;1;1;1;91;[]
1477;8;141;60.158;0;2014-05-23 05:22:39;2;0;0;91;[]
1476;4;141;0.012;0;2014-05-23 05:22:39;1;0;0;91;[]
1475;3;141;0;0;2014-05-23 05:22:39;1;0;0;91;[]
1474;2;141;4.957;0;2014-05-23 05:22:39;1;0;0;91;[]
1473;1;141;73.458;0;2014-05-23 05:22:39;4;0;0;91;[]
1478;11;141;0.003;0;2014-05-23 05:22:39;1;0;0;91;[]
1498;22;142;481.048;0;2014-05-23 15:35:09;1;1;1;92;[]
1497;21;142;1.066;0;2014-05-23 15:35:09;1;0;0;92;[]
1496;20;142;0.061;0;2014-05-23 15:35:09;3;0;0;92;[]
1495;19;142;0.007;0;2014-05-23 15:35:09;1;1;1;92;[]
1494;18;142;0.007;0;2014-05-23 15:35:09;2;0;0;92;[]
1493;17;142;0;0;2014-05-23 15:35:09;1;0;0;92;[]
1492;16;142;0.017;0;2014-05-23 15:35:09;1;0;0;92;[]
1490;8;142;84.279;0;2014-05-23 15:35:09;2;0;0;92;[]
1489;4;142;0.009;0;2014-05-23 15:35:09;1;0;0;92;[]
1488;3;142;0.001;0;2014-05-23 15:35:09;1;0;0;92;[]
1487;2;142;6.067;0;2014-05-23 15:35:09;1;0;0;92;[]
1486;1;142;118.08;0;2014-05-23 15:35:09;4;0;0;92;[]
1491;11;142;0.003;0;2014-05-23 15:35:09;1;0;0;92;[]
1506;17;143;0.052;0;2014-05-23 17:12:44;1;0;0;93;[]
1510;21;143;0.007;0;2014-05-23 17:12:44;1;0;0;93;[]
1509;20;143;0.909;0;2014-05-23 17:12:44;3;0;0;93;[]
1508;19;143;0.039;0;2014-05-23 17:12:44;1;1;1;93;[]
1507;18;143;0.051;0;2014-05-23 17:12:44;2;0;0;93;[]
1505;16;143;0.086;0;2014-05-23 17:12:44;1;0;0;93;[]
1511;22;143;504.231;0;2014-05-23 17:12:44;1;1;1;93;[]
1503;8;143;92.467;0;2014-05-23 17:12:44;2;0;0;93;[]
1502;4;143;0.397;0;2014-05-23 17:12:44;1;0;0;93;[]
1501;3;143;0.026;0;2014-05-23 17:12:44;1;0;0;93;[]
1500;2;143;6.423;0;2014-05-23 17:12:44;1;0;0;93;[]
1499;1;143;111.781;0;2014-05-23 17:12:44;4;0;0;93;[]
1504;11;143;0.069;0;2014-05-23 17:12:44;1;0;0;93;[]
1523;21;144;0.034;0;2014-05-23 17:44:15;1;0;0;93;[]
1522;20;144;0.063;0;2014-05-23 17:44:15;3;0;0;93;[]
1521;19;144;0.013;0;2014-05-23 17:44:15;1;1;1;93;[]
1520;18;144;0.023;0;2014-05-23 17:44:15;2;0;0;93;[]
1519;17;144;0.001;0;2014-05-23 17:44:15;1;0;0;93;[]
1518;16;144;0.174;0;2014-05-23 17:44:15;1;0;0;93;[]
1524;22;144;491.546;0;2014-05-23 17:44:15;1;1;1;93;[]
1516;8;144;76.056;0;2014-05-23 17:44:15;2;0;0;93;[]
1515;4;144;0.092;0;2014-05-23 17:44:15;1;0;0;93;[]
1514;3;144;0.01;0;2014-05-23 17:44:15;1;0;0;93;[]
1513;2;144;7.152;0;2014-05-23 17:44:15;1;0;0;93;[]
1512;1;144;309.628;0;2014-05-23 17:44:15;4;0;0;93;[]
1517;11;144;0.598;0;2014-05-23 17:44:15;1;0;0;93;[]
1537;22;145;477.158;0;2014-05-23 18:37:05;1;1;1;94;[]
1536;21;145;0.001;0;2014-05-23 18:37:05;1;0;0;94;[]
1535;20;145;1.959;0;2014-05-23 18:37:05;3;0;0;94;[]
1534;19;145;0.007;0;2014-05-23 18:37:05;1;1;1;94;[]
1533;18;145;0.008;0;2014-05-23 18:37:05;2;0;0;94;[]
1532;17;145;0.002;0;2014-05-23 18:37:05;1;0;0;94;[]
1531;16;145;0.028;0;2014-05-23 18:37:05;1;0;0;94;[]
1529;8;145;64.377;0;2014-05-23 18:37:05;2;0;0;94;[]
1528;4;145;0.019;0;2014-05-23 18:37:05;1;0;0;94;[]
1527;3;145;0;0;2014-05-23 18:37:05;1;0;0;94;[]
1526;2;145;5.306;0;2014-05-23 18:37:05;1;0;0;94;[]
1525;1;145;109.995;0;2014-05-23 18:37:05;4;0;0;94;[]
1530;11;145;0;0;2014-05-23 18:37:05;1;0;0;94;[]
1545;17;146;0.681;0;2014-05-23 20:20:47;1;0;0;95;[]
1549;21;146;0;0;2014-05-23 20:20:47;1;0;0;95;[]
1548;20;146;0.036;0;2014-05-23 20:20:47;3;0;0;95;[]
1547;19;146;0.013;0;2014-05-23 20:20:47;1;1;1;95;[]
1546;18;146;0.005;0;2014-05-23 20:20:47;2;0;0;95;[]
1544;16;146;0.019;0;2014-05-23 20:20:47;1;0;0;95;[]
1550;22;146;511.379;0;2014-05-23 20:20:47;1;1;1;95;[]
1542;8;146;100.683;0;2014-05-23 20:20:47;2;0;0;95;[]
1538;1;146;271.226;0;2014-05-23 20:20:47;4;0;0;95;[]
1539;2;146;7.615;0;2014-05-23 20:20:47;1;0;0;95;[]
1543;11;146;0.002;0;2014-05-23 20:20:47;1;0;0;95;[]
1541;4;146;0.02;0;2014-05-23 20:20:47;1;0;0;95;[]
1540;3;146;0;0;2014-05-23 20:20:47;1;0;0;95;[]
1563;22;147;499.073;0;2014-05-24 02:27:23;1;1;1;96;[]
1562;21;147;0.001;0;2014-05-24 02:27:23;1;0;0;96;[]
1561;20;147;0.048;0;2014-05-24 02:27:23;3;0;0;96;[]
1560;19;147;0.009;0;2014-05-24 02:27:23;1;1;1;96;[]
1558;17;147;0;0;2014-05-24 02:27:23;1;0;0;96;[]
1559;18;147;0.005;0;2014-05-24 02:27:23;2;0;0;96;[]
1555;8;147;126.795;0;2014-05-24 02:27:23;2;0;0;96;[]
1554;4;147;0.011;0;2014-05-24 02:27:23;1;0;0;96;[]
1553;3;147;0;0;2014-05-24 02:27:23;1;0;0;96;[]
1552;2;147;5.745;0;2014-05-24 02:27:23;1;0;0;96;[]
1551;1;147;210.929;0;2014-05-24 02:27:23;4;0;0;96;[]
1556;11;147;0;0;2014-05-24 02:27:23;1;0;0;96;[]
1557;16;147;0;0;2014-05-24 02:27:23;1;0;0;96;[]
1571;17;148;0;0;2014-05-24 05:20:43;1;0;0;97;[]
1576;22;148;490.061;0;2014-05-24 05:20:43;1;1;1;97;[]
1575;21;148;0.002;0;2014-05-24 05:20:43;1;0;0;97;[]
1574;20;148;0.03;0;2014-05-24 05:20:43;3;0;0;97;[]
1573;19;148;0.002;0;2014-05-24 05:20:43;1;1;1;97;[]
